Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	10	3.2362459546925564	0.00808910521812441	423417, 459401, 429586, 426675, 482223, 432372, 459417, 432052, 453941, 439909	189	250	13588	2.8757671957671955	0.9999889315224942	0.7598342980921895	12.53065925789112
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	10	3.2362459546925564	0.00847555147361928	423417, 459401, 429586, 426675, 482223, 432372, 459417, 432052, 453941, 439909	189	252	13588	2.85294364659444	0.9999935980047238	0.7351963739805063	13.090702523977548
GOTERM_BP_FAT	GO:0046636~negative regulation of alpha-beta T cell activation	3	0.9708737864077669	0.009647249544353335	468060, 481808, 480006	189	11	13588	19.607503607503606	0.9999987842999154	0.7438569098050021	14.76822562133252
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	16	5.177993527508091	0.009951634006653722	459621, 483260, 423417, 442840, 451839, 482223, 459417, 432372, 432052, 453941, 439909, 444162, 459401, 429586, 426675, 469633	189	553	13588	2.080120937263794	0.9999992106712403	0.7212561680512293	15.199009792624995
UP_SEQ_FEATURE	short sequence motif:ITIM motif	3	0.9708737864077669	0.010190713743421766	436466, 468193, 448036	229	11	16021	19.08019055180627	0.9998147626222429	0.9998147626222429	14.633241914183282
GOTERM_BP_FAT	GO:0002009~morphogenesis of an epithelium	8	2.5889967637540456	0.010364690627180883	438308, 483260, 481883, 444162, 454261, 468060, 482223, 453941	189	173	13588	3.3245863534880877	0.9999995608317402	0.7047300534874912	15.78032357481417
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-dependent	32	10.355987055016183	0.010611568495178275	483260, 472688, 471477, 468060, 472046, 456608, 460542, 427557, 478197, 451023, 470567, 444162, 470196, 445323, 429586, 430366, 465839, 479694, 454695, 424737, 437455, 459621, 423417, 423256, 468587, 436434, 459417, 453941, 432323, 464474, 428998, 434235	189	1465	13588	1.5703848168011991	0.9999996906904037	0.6843098508434211	16.12597687653755
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	16	5.177993527508091	0.011078210216019365	459621, 483260, 423417, 442840, 451839, 482223, 459417, 432372, 432052, 453941, 439909, 444162, 459401, 429586, 426675, 469633	189	560	13588	2.054119425547997	0.9999998405830867	0.673060990477282	16.775684334200637
GOTERM_BP_FAT	GO:0060525~prostate glandular acinus development	3	0.9708737864077669	0.011472090132956582	483260, 444162, 453941	189	12	13588	17.973544973544975	0.9999999089133967	0.6606637153735542	17.32040292317547
GOTERM_BP_FAT	GO:0010941~regulation of cell death	16	5.177993527508091	0.01159079059177695	459621, 483260, 423417, 442840, 451839, 482223, 459417, 432372, 432052, 453941, 439909, 444162, 459401, 429586, 426675, 469633	189	563	13588	2.043173851344366	0.99999992305499	0.6407586838811421	17.48390258339152
GOTERM_BP_FAT	GO:0032945~negative regulation of mononuclear cell proliferation	4	1.2944983818770228	0.01232589562656332	468060, 481808, 480006, 448036	189	35	13588	8.216477702191987	0.9999999729478074	0.6412140403615396	18.489701573219108
GOTERM_BP_FAT	GO:0050672~negative regulation of lymphocyte proliferation	4	1.2944983818770228	0.01232589562656332	468060, 481808, 480006, 448036	189	35	13588	8.216477702191987	0.9999999729478074	0.6412140403615396	18.489701573219108
GOTERM_BP_FAT	GO:0070664~negative regulation of leukocyte proliferation	4	1.2944983818770228	0.01232589562656332	468060, 481808, 480006, 448036	189	35	13588	8.216477702191987	0.9999999729478074	0.6412140403615396	18.489701573219108
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	32	10.355987055016183	0.013083233646955066	483260, 472688, 471477, 468060, 472046, 456608, 460542, 427557, 478197, 451023, 470567, 444162, 470196, 445323, 429586, 430366, 465839, 479694, 454695, 424737, 437455, 459621, 423417, 423256, 468587, 436434, 459417, 453941, 432323, 464474, 428998, 434235	189	1488	13588	1.546111395573761	0.9999999907925244	0.6422634080683234	19.513869195321842
GOTERM_BP_FAT	GO:0060442~branching involved in prostate gland morphogenesis	3	0.9708737864077669	0.013435550957621447	483260, 444162, 468060	189	13	13588	16.59096459096459	0.9999999944246326	0.6322155683187032	19.986185952036596
GOTERM_BP_FAT	GO:0060736~prostate gland growth	3	0.9708737864077669	0.013435550957621447	483260, 444162, 468060	189	13	13588	16.59096459096459	0.9999999944246326	0.6322155683187032	19.986185952036596
GOTERM_MF_FAT	GO:0020037~heme binding	7	2.26537216828479	0.0139689296153911	469436, 469261, 422777, 456442, 448396, 444250, 454141	182	144	13288	3.5491452991452994	0.9920865401073676	0.911042370239353	17.46125870549209
UP_SEQ_FEATURE	sequence variant	12	3.8834951456310676	0.014842720334704186	483260, 481883, 423417, 454261, 455336, 469261, 436511, 441641, 465839, 479694, 480006, 448036	229	362	16021	2.3191391830924752	0.999996442262222	0.9981138033564824	20.62440875324061
UP_SEQ_FEATURE	domain:EGF-like 9; calcium-binding	3	0.9708737864077669	0.016395077658100995	482223, 474447, 453941	229	14	16021	14.991578290704927	0.9999990525379902	0.9901782863459624	22.534496269091917
GOTERM_BP_FAT	GO:0030850~prostate gland development	4	1.2944983818770228	0.016533652597191695	483260, 444162, 468060, 453941	189	39	13588	7.373762040428706	0.9999999999328413	0.6900046833097856	24.02884595002953
GOTERM_MF_FAT	GO:0046906~tetrapyrrole binding	7	2.26537216828479	0.01727787678430986	469436, 469261, 422777, 456442, 448396, 444250, 454141	182	151	13288	3.3846153846153846	0.9975101557648196	0.8644631485030606	21.160678001203138
GOTERM_BP_FAT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	8	2.5889967637540456	0.017421271267827748	444162, 437215, 422332, 468587, 426675, 464474, 475335, 437737	189	192	13588	2.995590828924162	0.9999999999811141	0.6914397967014099	25.15123238885475
UP_SEQ_FEATURE	splice variant	79	25.5663430420712	0.01865973787776969	436813, 427557, 447711, 462765, 428558, 444162, 425370, 446359, 443163, 455336, 430748, 438243, 478886, 425373, 479694, 427032, 433780, 434226, 439563, 435030, 436434, 481808, 482223, 461283, 474447, 426158, 469997, 421759, 459401, 459294, 481274, 467914, 462257, 464474, 469633, 478408, 458500, 474758, 455589, 482554, 482989, 467737, 478197, 424330, 473001, 471994, 429329, 454261, 450074, 470196, 463079, 474710, 438590, 475160, 447264, 465839, 431400, 422359, 450683, 439069, 459621, 468587, 443975, 459417, 453989, 457274, 431529, 453941, 425114, 480006, 448036, 428712, 434112, 432323, 436511, 426675, 453161, 458233, 467550	229	4448	16021	1.2425573733153217	0.9999998630194449	0.9807617869248114	25.244058448818997
SP_PIR_KEYWORDS	activator	14	4.53074433656958	0.018837831748914274	436434, 471477, 482223, 456608, 427557, 453941, 470196, 445323, 429586, 461742, 430366, 464474, 479694, 434235	250	484	17854	2.0657520661157025	0.9941113674189159	0.9232625737916359	22.123441947965905
GOTERM_BP_FAT	GO:0015931~nucleobase, nucleoside, nucleotide and nucleic acid transport	5	1.6181229773462782	0.019267442596466986	468124, 439563, 458287, 459294, 477663	189	74	13588	4.857714857714857	0.9999999999986554	0.7113376568142041	27.435999915589782
GOTERM_BP_FAT	GO:0060560~developmental growth involved in morphogenesis	3	0.9708737864077669	0.020116657907713314	483260, 454261, 468060	189	16	13588	13.48015873015873	0.9999999999996019	0.7110189162372186	28.464817057482662
GOTERM_CC_FAT	GO:0031226~intrinsic to plasma membrane	15	4.854368932038835	0.020141850098680955	423417, 425857, 482223, 447711, 453941, 475335, 448036, 480006, 437215, 447326, 459401, 426675, 461668, 456930, 458617	173	552	12504	1.9640613219401861	0.9874081374174133	0.8877865311890469	22.74452483355255
GOTERM_MF_FAT	GO:0009055~electron carrier activity	8	2.5889967637540456	0.020686937503830417	469436, 422777, 456442, 482809, 448396, 467988, 444250, 454141	182	202	13288	2.891524317266892	0.9992466231196273	0.8343264904967547	24.81085759013083
GOTERM_BP_FAT	GO:0007368~determination of left/right symmetry	4	1.2944983818770228	0.0214501998812091	468060, 482223, 482189, 453941	189	43	13588	6.6878306878306875	0.9999999999999413	0.7189981511925791	30.052782036611468
GOTERM_BP_FAT	GO:0009799~determination of symmetry	4	1.2944983818770228	0.0227908583824106	468060, 482223, 482189, 453941	189	44	13588	6.535834535834535	0.9999999999999915	0.7262849458251268	31.615800057426448
GOTERM_BP_FAT	GO:0009855~determination of bilateral symmetry	4	1.2944983818770228	0.0227908583824106	468060, 482223, 482189, 453941	189	44	13588	6.535834535834535	0.9999999999999915	0.7262849458251268	31.615800057426448
COG_ONTOLOGY	Secondary metabolites biosynthesis, transport, and catabolism	5	1.6181229773462782	0.0267562526246526	469436, 456442, 448396, 444250, 454141	23	109	2040	4.0686078978859195	0.2579420112457562	0.2579420112457562	15.544702852102166
UP_SEQ_FEATURE	domain:EGF-like 35	2	0.6472491909385114	0.02826098797742326	482223, 453941	229	2	16021	69.96069868995633	0.9999999999641782	0.9918561578892249	35.77685413652317
GOTERM_BP_FAT	GO:0010001~glial cell differentiation	4	1.2944983818770228	0.028599650093262083	444162, 468060, 453941, 424737	189	48	13588	5.991181657848324	1.0	0.7915407751607166	38.01669937565482
GOTERM_BP_FAT	GO:0006917~induction of apoptosis	7	2.26537216828479	0.028769381739114017	423417, 459401, 429586, 432372, 459417, 432052, 439909	189	167	13588	3.0135284985584385	1.0	0.7810759634252765	38.19498265228627
GOTERM_BP_FAT	GO:0012502~induction of programmed cell death	7	2.26537216828479	0.028769381739114017	423417, 459401, 429586, 432372, 459417, 432052, 439909	189	167	13588	3.0135284985584385	1.0	0.7810759634252765	38.19498265228627
GOTERM_CC_FAT	GO:0045121~membrane raft	5	1.6181229773462782	0.029605862763933018	423417, 477394, 425857, 468060, 481242	173	85	12504	4.251615096905814	0.9984373732155926	0.8839571406787539	31.69179887839062
GOTERM_CC_FAT	GO:0005887~integral to plasma membrane	14	4.53074433656958	0.0316826433291496	423417, 437215, 459401, 425857, 426675, 482223, 461668, 447711, 456930, 453941, 475335, 480006, 448036, 458617	173	531	12504	1.9056203259201203	0.9990141540881813	0.8228046748453605	33.522811454475566
GOTERM_BP_FAT	GO:0035239~tube morphogenesis	7	2.26537216828479	0.03178898262697438	438308, 483260, 481883, 444162, 454261, 468060, 453941	189	171	13588	2.943036603855317	1.0	0.802305012882009	41.28732370270202
INTERPRO	IPR001128:Cytochrome P450	5	1.6181229773462782	0.03230552455579869	469436, 456442, 448396, 444250, 454141	246	87	17763	4.149845808802915	0.9999999841937395	0.9999999841937395	38.05133913566814
UP_SEQ_FEATURE	domain:EGF-like 8; calcium-binding	3	0.9708737864077669	0.032375481157066774	482223, 474447, 453941	229	20	16021	10.49410480349345	0.9999999999989813	0.989969023325073	39.85104777868086
GOTERM_BP_FAT	GO:0043009~chordate embryonic development	12	3.8834951456310676	0.032406919961828456	438308, 481883, 459621, 438770, 468060, 451839, 460542, 441641, 448831, 456930, 453941, 424737	189	421	13588	2.049240282019379	1.0	0.7973070765297946	41.90196316807898
GOTERM_BP_FAT	GO:0001701~in utero embryonic development	9	2.912621359223301	0.03250770974988469	459621, 438770, 451839, 460542, 441641, 448831, 456930, 453941, 424737	189	267	13588	2.423399322275727	1.0	0.7872717401627802	42.00163989473458
GOTERM_BP_FAT	GO:0006916~anti-apoptosis	5	1.6181229773462782	0.033698292394713586	483260, 444162, 442840, 469633, 439909	189	88	13588	4.084896584896585	1.0	0.7885190388274067	43.166982938142304
GOTERM_BP_FAT	GO:0009792~embryonic development ending in birth or egg hatching	12	3.8834951456310676	0.03435592729381447	438308, 481883, 459621, 438770, 468060, 451839, 460542, 441641, 448831, 456930, 453941, 424737	189	425	13588	2.029953314659197	1.0	0.7845359208884531	43.80121001284867
INTERPRO	IPR017972:Cytochrome P450, conserved site	5	1.6181229773462782	0.03470059126208147	469436, 456442, 448396, 444250, 454141	246	89	17763	4.056590846807344	0.9999999959249215	0.99993616365862	40.24995955484334
GOTERM_BP_FAT	GO:0060429~epithelium development	9	2.912621359223301	0.03494836769920268	438308, 483260, 481883, 444162, 454261, 468060, 482223, 460542, 453941	189	271	13588	2.38762959058162	1.0	0.7800986241079932	44.36686507752472
GOTERM_BP_FAT	GO:0042063~gliogenesis	4	1.2944983818770228	0.03511814436767138	444162, 468060, 453941, 424737	189	52	13588	5.53032153032153	1.0	0.7717469159064025	44.527977234415786
GOTERM_BP_FAT	GO:0051250~negative regulation of lymphocyte activation	4	1.2944983818770228	0.03511814436767138	468060, 481808, 480006, 448036	189	52	13588	5.53032153032153	1.0	0.7717469159064025	44.527977234415786
GOTERM_BP_FAT	GO:0008285~negative regulation of cell proliferation	8	2.5889967637540456	0.0362792186717966	423417, 468060, 481808, 482223, 432052, 479694, 480006, 448036	189	224	13588	2.567649281934996	1.0	0.7731408607668578	45.61810483164699
SP_PIR_KEYWORDS	atp-binding	27	8.737864077669903	0.03642289778027148	427557, 477663, 478197, 441641, 457630, 421983, 475335, 450074, 480352, 446359, 426096, 447264, 456930, 431400, 455953, 433780, 430854, 459417, 452397, 437215, 468301, 432940, 426675, 449165, 459441, 437737, 430733	250	1287	17854	1.498237762237762	0.9999553987308175	0.9645364338133243	38.60444168472679
GOTERM_BP_FAT	GO:0007167~enzyme linked receptor protein signaling pathway	9	2.912621359223301	0.03666417712628352	444162, 459621, 437215, 422332, 468587, 426675, 464474, 475335, 437737	189	273	13588	2.370137798709227	1.0	0.7672551469399504	45.975076014322845
GOTERM_BP_FAT	GO:0035116~embryonic hindlimb morphogenesis	3	0.9708737864077669	0.03668900520648783	468060, 460542, 453941	189	22	13588	9.803751803751803	1.0	0.7581386934460662	45.998023318355884
GOTERM_BP_FAT	GO:0002695~negative regulation of leukocyte activation	4	1.2944983818770228	0.036857550473957	468060, 481808, 480006, 448036	189	53	13588	5.42597584107018	1.0	0.7505528200953364	46.153559076953144
GOTERM_BP_FAT	GO:0050866~negative regulation of cell activation	4	1.2944983818770228	0.036857550473957	468060, 481808, 480006, 448036	189	53	13588	5.42597584107018	1.0	0.7505528200953364	46.153559076953144
GOTERM_MF_FAT	GO:0030528~transcription regulator activity	25	8.090614886731391	0.037945422566618904	483260, 472688, 471477, 456608, 472046, 427557, 451023, 470567, 481242, 470196, 445323, 429586, 430366, 465839, 479694, 424737, 459621, 437455, 423256, 436434, 459417, 436336, 453941, 464474, 434235	182	1206	13288	1.5134947970768868	0.9999983377346873	0.9301542365992631	41.004795987268594
SP_PIR_KEYWORDS	lipid-binding	5	1.6181229773462782	0.03849436063429617	483260, 442890, 461742, 422339, 452397	250	91	17854	3.923956043956044	0.999975054301983	0.9293277504971931	40.317331967194306
GOTERM_BP_FAT	GO:0048754~branching morphogenesis of a tube	5	1.6181229773462782	0.0400407378201099	483260, 444162, 454261, 468060, 453941	189	93	13588	3.8652784889344027	1.0	0.7705722948418467	49.01319249087951
INTERPRO	IPR010660:Notch, NOD region	2	0.6472491909385114	0.04081231837096739	482223, 453941	246	3	17763	48.13821138211382	0.9999999998737402	0.999498325836354	45.535457102677114
GOTERM_BP_FAT	GO:0060523~prostate epithelial cord elongation	2	0.6472491909385114	0.04093854901369643	483260, 468060	189	3	13588	47.929453262786595	1.0	0.769667069909174	49.793574014914
GOTERM_MF_FAT	GO:0000166~nucleotide binding	40	12.944983818770226	0.041817531545029256	468124, 420612, 477663, 427557, 478197, 457630, 441641, 480465, 475335, 471994, 421983, 428558, 450074, 480352, 446359, 422777, 426096, 447264, 467988, 465839, 456930, 431400, 455953, 433780, 459621, 461327, 430854, 477394, 459417, 432372, 452397, 437215, 468301, 449165, 426675, 432940, 459441, 469651, 430733, 437737	182	2183	13288	1.3378101513694733	0.9999995848664475	0.9136296579875597	44.16281243219351
UP_SEQ_FEATURE	domain:EGF-like 34	2	0.6472491909385114	0.04209184475688807	482223, 453941	229	3	16021	46.640465793304216	0.9999999999999998	0.9942252591367815	48.53306638390224
UP_SEQ_FEATURE	domain:EGF-like 33	2	0.6472491909385114	0.04209184475688807	482223, 453941	229	3	16021	46.640465793304216	0.9999999999999998	0.9942252591367815	48.53306638390224
UP_SEQ_FEATURE	domain:EGF-like 29	2	0.6472491909385114	0.04209184475688807	482223, 453941	229	3	16021	46.640465793304216	0.9999999999999998	0.9942252591367815	48.53306638390224
GOTERM_MF_FAT	GO:0030554~adenyl nucleotide binding	30	9.70873786407767	0.042291449608568274	477663, 427557, 478197, 457630, 480465, 441641, 421983, 475335, 450074, 480352, 446359, 426096, 422777, 447264, 467988, 456930, 431400, 455953, 433780, 430854, 459417, 452397, 437215, 468301, 449165, 432940, 426675, 459441, 437737, 430733	182	1535	13288	1.4269248666642802	0.9999996498311637	0.8803937353136516	44.538379512954286
GOTERM_CC_FAT	GO:0005886~plasma membrane	51	16.50485436893204	0.04417513681974332	461434, 438770, 425879, 428835, 468060, 456365, 447711, 481242, 475335, 429883, 421919, 430748, 454008, 454938, 455953, 458617, 481883, 481884, 435030, 482223, 451800, 458090, 469997, 437215, 459401, 464474, 478408, 483260, 436466, 470062, 450229, 425857, 468142, 454261, 456930, 423417, 477394, 480782, 431529, 453941, 448036, 473610, 480006, 428712, 447326, 426675, 461668, 450533, 446970, 428998, 438721	173	2906	12504	1.268461902621246	0.9999395579043592	0.8566928356045552	43.616473898152286
KEGG_PATHWAY	mmu05200:Pathways in cancer	10	3.2362459546925564	0.045403602231475215	438308, 444162, 423341, 468060, 461283, 481808, 460542, 464474, 469633, 456930	85	323	5738	2.0899653979238755	0.9965484471650412	0.9965484471650412	41.43316157620857
GOTERM_BP_FAT	GO:0009891~positive regulation of biosynthetic process	14	4.53074433656958	0.045842202052386705	423417, 468060, 456608, 460542, 427557, 453941, 444162, 429586, 432323, 461742, 432940, 430366, 464474, 479694	189	557	13588	1.807035042223552	1.0	0.7997284843753814	53.86160951671821
GOTERM_MF_FAT	GO:0001883~purine nucleoside binding	30	9.70873786407767	0.04636399341374789	477663, 427557, 478197, 457630, 480465, 441641, 421983, 475335, 450074, 480352, 446359, 426096, 422777, 447264, 467988, 456930, 431400, 455953, 433780, 430854, 459417, 452397, 437215, 468301, 449165, 432940, 426675, 459441, 437737, 430733	182	1548	13288	1.4149416474997871	0.999999919159627	0.8701465362695975	47.67061118913814
GOTERM_BP_FAT	GO:0060688~regulation of morphogenesis of a branching structure	3	0.9708737864077669	0.0463854064091815	483260, 423417, 468060	189	25	13588	8.627301587301586	1.0	0.7958384222938372	54.29268279513111
UP_SEQ_FEATURE	domain:PDZ	5	1.6181229773462782	0.04668005108031657	438308, 446359, 459568, 468142, 438721	229	95	16021	3.682142036313491	1.0	0.9933525255783616	52.21182657985604
GOTERM_BP_FAT	GO:0048729~tissue morphogenesis	8	2.5889967637540456	0.047668261486095986	438308, 483260, 481883, 444162, 454261, 468060, 482223, 453941	189	238	13588	2.4166110888799963	1.0	0.7972696945269127	55.295754274722064
UP_SEQ_FEATURE	binding site:ATP	14	4.53074433656958	0.04838267592119401	437215, 468301, 446359, 426096, 426675, 459417, 477663, 459441, 457630, 456930, 475335, 455953, 437737, 433780	229	545	16021	1.797155562677777	1.0	0.9901777395268734	53.51326398833503
UP_SEQ_FEATURE	domain:EGF-like 7; calcium-binding	3	0.9708737864077669	0.04881386525291487	482223, 474447, 453941	229	25	16021	8.39528384279476	1.0	0.9849866926479276	53.83755152705601
SP_PIR_KEYWORDS	heme	6	1.9417475728155338	0.04894012529391171	469436, 469261, 456442, 448396, 444250, 454141	250	142	17854	3.0175774647887326	0.9999986934622326	0.9334383018033976	48.30200182614573
INTERPRO	IPR006907:Protein of unknown function DUF622	3	0.9708737864077669	0.04956401985928766	430048, 442473, 442766	246	26	17763	8.331613508442777	0.9999999999991609	0.999042911036342	52.349660891990645
GOTERM_MF_FAT	GO:0001882~nucleoside binding	30	9.70873786407767	0.04969081536983441	477663, 427557, 478197, 457630, 480465, 441641, 421983, 475335, 450074, 480352, 446359, 426096, 422777, 447264, 467988, 456930, 431400, 455953, 433780, 430854, 459417, 452397, 437215, 468301, 449165, 432940, 426675, 459441, 437737, 430733	182	1558	13288	1.4058598654234085	0.9999999757039998	0.8574562075937304	50.10677497676155
GOTERM_BP_FAT	GO:0050673~epithelial cell proliferation	3	0.9708737864077669	0.04980405340650458	483260, 423417, 468060	189	26	13588	8.295482295482294	1.0	0.8043254749082052	56.92000788626582
GOTERM_BP_FAT	GO:0048589~developmental growth	5	1.6181229773462782	0.049985543530708124	483260, 444162, 454261, 468060, 453941	189	100	13588	3.5947089947089945	1.0	0.7983084079760149	57.055443251276806
GOTERM_BP_FAT	GO:0009100~glycoprotein metabolic process	6	1.9417475728155338	0.05349000181863019	444162, 461434, 467128, 428998, 482934, 425373	189	147	13588	2.934456322211424	1.0	0.8134562321839472	59.593483972003604
INTERPRO	IPR008297:Notch	2	0.6472491909385114	0.05404435564681099	482223, 453941	246	4	17763	36.10365853658537	0.9999999999999367	0.9977077469659743	55.52234898781387
INTERPRO	IPR011656:Notch, NODP region	2	0.6472491909385114	0.05404435564681099	482223, 453941	246	4	17763	36.10365853658537	0.9999999999999367	0.9977077469659743	55.52234898781387
GOTERM_BP_FAT	GO:0045542~positive regulation of cholesterol biosynthetic process	2	0.6472491909385114	0.05421080170251919	461742, 432940	189	4	13588	35.94708994708994	1.0	0.8110244751318184	60.097728294405684
GOTERM_BP_FAT	GO:0060737~prostate gland morphogenetic growth	2	0.6472491909385114	0.05421080170251919	483260, 468060	189	4	13588	35.94708994708994	1.0	0.8110244751318184	60.097728294405684
GOTERM_BP_FAT	GO:0046642~negative regulation of alpha-beta T cell proliferation	2	0.6472491909385114	0.05421080170251919	481808, 480006	189	4	13588	35.94708994708994	1.0	0.8110244751318184	60.097728294405684
GOTERM_BP_FAT	GO:0010893~positive regulation of steroid biosynthetic process	2	0.6472491909385114	0.05421080170251919	461742, 432940	189	4	13588	35.94708994708994	1.0	0.8110244751318184	60.097728294405684
GOTERM_MF_FAT	GO:0005524~ATP binding	28	9.06148867313916	0.05448465490247417	477663, 427557, 478197, 480465, 441641, 457630, 421983, 475335, 450074, 480352, 446359, 426096, 447264, 456930, 431400, 455953, 433780, 430854, 459417, 452397, 437215, 468301, 449165, 432940, 426675, 459441, 437737, 430733	182	1443	13288	1.4167066474758783	0.9999999957342829	0.8544543582121049	53.43282899896751
PIR_SUPERFAMILY	PIRSF002279:notch protein	2	0.6472491909385114	0.05489008742749786	482223, 453941	115	4	8136	35.37391304347826	0.9995369847729292	0.9995369847729292	48.45493529702096
PIR_SUPERFAMILY	PIRSF002279:Notch	2	0.6472491909385114	0.05489008742749786	482223, 453941	115	4	8136	35.37391304347826	0.9995369847729292	0.9995369847729292	48.45493529702096
UP_SEQ_FEATURE	repeat:LNR 3	2	0.6472491909385114	0.055726696760062915	482223, 453941	229	4	16021	34.980349344978166	1.0	0.9873923387794278	58.756172083951256
UP_SEQ_FEATURE	domain:EGF-like 28	2	0.6472491909385114	0.055726696760062915	482223, 453941	229	4	16021	34.980349344978166	1.0	0.9873923387794278	58.756172083951256
UP_SEQ_FEATURE	domain:EGF-like 22	2	0.6472491909385114	0.055726696760062915	482223, 453941	229	4	16021	34.980349344978166	1.0	0.9873923387794278	58.756172083951256
UP_SEQ_FEATURE	domain:EGF-like 31; calcium-binding	2	0.6472491909385114	0.055726696760062915	482223, 453941	229	4	16021	34.980349344978166	1.0	0.9873923387794278	58.756172083951256
UP_SEQ_FEATURE	domain:EGF-like 25; calcium-binding	2	0.6472491909385114	0.055726696760062915	482223, 453941	229	4	16021	34.980349344978166	1.0	0.9873923387794278	58.756172083951256
UP_SEQ_FEATURE	domain:EGF-like 32; calcium-binding	2	0.6472491909385114	0.055726696760062915	482223, 453941	229	4	16021	34.980349344978166	1.0	0.9873923387794278	58.756172083951256
UP_SEQ_FEATURE	domain:EGF-like 27; calcium-binding	2	0.6472491909385114	0.055726696760062915	482223, 453941	229	4	16021	34.980349344978166	1.0	0.9873923387794278	58.756172083951256
INTERPRO	IPR018378:C-type lectin, conserved site	5	1.6181229773462782	0.055872384197387374	436466, 421919, 456761, 442911, 468193	246	104	17763	3.4715056285178236	0.999999999999978	0.9947078488710559	56.75939985466609
GOTERM_BP_FAT	GO:0042130~negative regulation of T cell proliferation	3	0.9708737864077669	0.05690224053457474	468060, 481808, 480006	189	28	13588	7.702947845804989	1.0	0.8200077567984856	61.92879686118049
